path_a,path_b,label_a,label_b,cross_label,phash_hamming,dhash_hamming,ssim,exact_sha_match,passes_pixel_confirmation,is_duplicate_for_grouping
3. Gray Blight/gray_blight_00372.jpg,7. Healthy leaf/healthy_00286.jpg,3. Gray Blight,7. Healthy leaf,True,50,81,0.80057,False,False,False
3. Gray Blight/gray_blight_00373.jpg,3. Gray Blight/gray_blight_00374.jpg,3. Gray Blight,3. Gray Blight,False,40,35,0.78856,False,False,False
3. Gray Blight/gray_blight_00374.jpg,7. Healthy leaf/healthy_00808.jpg,3. Gray Blight,7. Healthy leaf,True,62,82,0.76196,False,False,False
3. Gray Blight/gray_blight_00375.jpg,6. Green mirid bug/green_mirid_bug_01111.jpg,3. Gray Blight,6. Green mirid bug,True,64,66,0.82439,False,False,False
3. Gray Blight/gray_blight_00377.jpg,4. Helopeltis/helopeltis_00366.jpg,3. Gray Blight,4. Helopeltis,True,64,59,0.83308,False,False,False
3. Gray Blight/gray_blight_00377.jpg,5. Red spider/red_spider_00004.jpg,3. Gray Blight,5. Red spider,True,62,115,0.80853,False,False,False
3. Gray Blight/gray_blight_00377.jpg,6. Green mirid bug/green_mirid_bug_00780.jpg,3. Gray Blight,6. Green mirid bug,True,58,57,0.81866,False,False,False
3. Gray Blight/gray_blight_00379.jpg,5. Red spider/red_spider_00038.jpg,3. Gray Blight,5. Red spider,True,64,120,0.78331,False,False,False
3. Gray Blight/gray_blight_00380.jpg,6. Green mirid bug/green_mirid_bug_00121.jpg,3. Gray Blight,6. Green mirid bug,True,64,118,0.83877,False,False,False
3. Gray Blight/gray_blight_00384.jpg,6. Green mirid bug/green_mirid_bug_00531.jpg,3. Gray Blight,6. Green mirid bug,True,56,59,0.86143,False,False,False
3. Gray Blight/gray_blight_00385.jpg,4. Helopeltis/helopeltis_00036.jpg,3. Gray Blight,4. Helopeltis,True,58,95,0.86951,False,False,False
3. Gray Blight/gray_blight_00385.jpg,5. Red spider/red_spider_00060.jpg,3. Gray Blight,5. Red spider,True,64,100,0.87994,False,False,False
3. Gray Blight/gray_blight_00385.jpg,6. Green mirid bug/green_mirid_bug_00297.jpg,3. Gray Blight,6. Green mirid bug,True,64,95,0.8453,False,False,False
3. Gray Blight/gray_blight_00385.jpg,6. Green mirid bug/green_mirid_bug_00545.jpg,3. Gray Blight,6. Green mirid bug,True,62,77,0.85864,False,False,False
3. Gray Blight/gray_blight_00387.jpg,3. Gray Blight/gray_blight_00446.jpg,3. Gray Blight,3. Gray Blight,False,64,98,0.77391,False,False,False
3. Gray Blight/gray_blight_00388.jpg,3. Gray Blight/gray_blight_00726.jpg,3. Gray Blight,3. Gray Blight,False,50,109,0.78267,False,False,False
3. Gray Blight/gray_blight_00389.jpg,4. Helopeltis/helopeltis_00557.jpg,3. Gray Blight,4. Helopeltis,True,64,85,0.90083,False,False,False
3. Gray Blight/gray_blight_00389.jpg,6. Green mirid bug/green_mirid_bug_00122.jpg,3. Gray Blight,6. Green mirid bug,True,62,117,0.90062,False,False,False
3. Gray Blight/gray_blight_00389.jpg,6. Green mirid bug/green_mirid_bug_00868.jpg,3. Gray Blight,6. Green mirid bug,True,60,76,0.89535,False,False,False
3. Gray Blight/gray_blight_00389.jpg,7. Healthy leaf/healthy_00924.jpg,3. Gray Blight,7. Healthy leaf,True,60,121,0.87993,False,False,False
3. Gray Blight/gray_blight_00390.jpg,5. Red spider/red_spider_00497.jpg,3. Gray Blight,5. Red spider,True,64,83,0.88326,False,False,False
3. Gray Blight/gray_blight_00390.jpg,6. Green mirid bug/green_mirid_bug_00102.jpg,3. Gray Blight,6. Green mirid bug,True,64,94,0.88773,False,False,False
3. Gray Blight/gray_blight_00390.jpg,6. Green mirid bug/green_mirid_bug_00421.jpg,3. Gray Blight,6. Green mirid bug,True,62,89,0.8965,False,False,False
3. Gray Blight/gray_blight_00398.jpg,5. Red spider/red_spider_00075.jpg,3. Gray Blight,5. Red spider,True,64,120,0.84179,False,False,False
3. Gray Blight/gray_blight_00400.jpg,7. Healthy leaf/healthy_00260.jpg,3. Gray Blight,7. Healthy leaf,True,44,102,0.8475,False,False,False
3. Gray Blight/gray_blight_00401.jpg,5. Red spider/red_spider_00133.jpg,3. Gray Blight,5. Red spider,True,64,80,0.81373,False,False,False
3. Gray Blight/gray_blight_00402.jpg,3. Gray Blight/gray_blight_00404.jpg,3. Gray Blight,3. Gray Blight,False,58,50,0.80481,False,False,False
3. Gray Blight/gray_blight_00402.jpg,5. Red spider/red_spider_00167.jpg,3. Gray Blight,5. Red spider,True,60,78,0.81874,False,False,False
3. Gray Blight/gray_blight_00403.jpg,6. Green mirid bug/green_mirid_bug_01228.jpg,3. Gray Blight,6. Green mirid bug,True,62,78,0.76492,False,False,False
3. Gray Blight/gray_blight_00411.jpg,3. Gray Blight/gray_blight_00412.jpg,3. Gray Blight,3. Gray Blight,False,34,39,0.87457,False,False,False
3. Gray Blight/gray_blight_00411.jpg,4. Helopeltis/helopeltis_00128.jpg,3. Gray Blight,4. Helopeltis,True,64,100,0.82575,False,False,False
3. Gray Blight/gray_blight_00411.jpg,7. Healthy leaf/healthy_00096.jpg,3. Gray Blight,7. Healthy leaf,True,64,108,0.81328,False,False,False
3. Gray Blight/gray_blight_00413.jpg,3. Gray Blight/gray_blight_00414.jpg,3. Gray Blight,3. Gray Blight,False,52,91,0.77174,False,False,False
3. Gray Blight/gray_blight_00413.jpg,3. Gray Blight/gray_blight_00436.jpg,3. Gray Blight,3. Gray Blight,False,62,106,0.80707,False,False,False
3. Gray Blight/gray_blight_00413.jpg,4. Helopeltis/helopeltis_00243.jpg,3. Gray Blight,4. Helopeltis,True,60,82,0.82388,False,False,False
3. Gray Blight/gray_blight_00413.jpg,5. Red spider/red_spider_00060.jpg,3. Gray Blight,5. Red spider,True,64,104,0.8336,False,False,False
3. Gray Blight/gray_blight_00413.jpg,5. Red spider/red_spider_00071.jpg,3. Gray Blight,5. Red spider,True,54,109,0.81806,False,False,False
3. Gray Blight/gray_blight_00413.jpg,5. Red spider/red_spider_00166.jpg,3. Gray Blight,5. Red spider,True,64,75,0.79961,False,False,False
3. Gray Blight/gray_blight_00413.jpg,6. Green mirid bug/green_mirid_bug_00370.jpg,3. Gray Blight,6. Green mirid bug,True,62,114,0.81708,False,False,False
3. Gray Blight/gray_blight_00413.jpg,6. Green mirid bug/green_mirid_bug_00569.jpg,3. Gray Blight,6. Green mirid bug,True,62,61,0.82178,False,False,False
3. Gray Blight/gray_blight_00413.jpg,7. Healthy leaf/healthy_00219.jpg,3. Gray Blight,7. Healthy leaf,True,58,117,0.81608,False,False,False
3. Gray Blight/gray_blight_00414.jpg,3. Gray Blight/gray_blight_00436.jpg,3. Gray Blight,3. Gray Blight,False,64,71,0.80028,False,False,False
3. Gray Blight/gray_blight_00416.jpg,3. Gray Blight/gray_blight_00496.jpg,3. Gray Blight,3. Gray Blight,False,56,96,0.78018,False,False,False
3. Gray Blight/gray_blight_00416.jpg,3. Gray Blight/gray_blight_00524.jpg,3. Gray Blight,3. Gray Blight,False,64,103,0.77496,False,False,False
3. Gray Blight/gray_blight_00416.jpg,3. Gray Blight/gray_blight_00906.jpg,3. Gray Blight,3. Gray Blight,False,64,83,0.77296,False,False,False
3. Gray Blight/gray_blight_00416.jpg,7. Healthy leaf/healthy_00455.jpg,3. Gray Blight,7. Healthy leaf,True,60,111,0.76526,False,False,False
3. Gray Blight/gray_blight_00417.jpg,7. Healthy leaf/healthy_00489.jpg,3. Gray Blight,7. Healthy leaf,True,62,109,0.78497,False,False,False
3. Gray Blight/gray_blight_00431.jpg,6. Green mirid bug/green_mirid_bug_00442.jpg,3. Gray Blight,6. Green mirid bug,True,64,110,0.89135,False,False,False
3. Gray Blight/gray_blight_00432.jpg,4. Helopeltis/helopeltis_00246.jpg,3. Gray Blight,4. Helopeltis,True,62,49,0.88761,False,False,False
3. Gray Blight/gray_blight_00432.jpg,4. Helopeltis/helopeltis_00283.jpg,3. Gray Blight,4. Helopeltis,True,58,102,0.8108,False,False,False
3. Gray Blight/gray_blight_00432.jpg,7. Healthy leaf/healthy_00206.jpg,3. Gray Blight,7. Healthy leaf,True,58,90,0.89593,False,False,False
3. Gray Blight/gray_blight_00433.jpg,5. Red spider/red_spider_00071.jpg,3. Gray Blight,5. Red spider,True,56,106,0.85695,False,False,False
3. Gray Blight/gray_blight_00433.jpg,7. Healthy leaf/healthy_00782.jpg,3. Gray Blight,7. Healthy leaf,True,62,119,0.86283,False,False,False
3. Gray Blight/gray_blight_00434.jpg,3. Gray Blight/gray_blight_00435.jpg,3. Gray Blight,3. Gray Blight,False,32,38,0.86868,False,False,False
3. Gray Blight/gray_blight_00434.jpg,3. Gray Blight/gray_blight_00790.jpg,3. Gray Blight,3. Gray Blight,False,62,95,0.84436,False,False,False
3. Gray Blight/gray_blight_00434.jpg,4. Helopeltis/helopeltis_00261.jpg,3. Gray Blight,4. Helopeltis,True,64,118,0.81549,False,False,False
3. Gray Blight/gray_blight_00434.jpg,6. Green mirid bug/green_mirid_bug_00618.jpg,3. Gray Blight,6. Green mirid bug,True,62,87,0.82143,False,False,False
3. Gray Blight/gray_blight_00435.jpg,6. Green mirid bug/green_mirid_bug_00977.jpg,3. Gray Blight,6. Green mirid bug,True,64,110,0.84328,False,False,False
3. Gray Blight/gray_blight_00436.jpg,4. Helopeltis/helopeltis_00032.jpg,3. Gray Blight,4. Helopeltis,True,62,101,0.84133,False,False,False
3. Gray Blight/gray_blight_00436.jpg,4. Helopeltis/helopeltis_00242.jpg,3. Gray Blight,4. Helopeltis,True,62,71,0.81562,False,False,False
3. Gray Blight/gray_blight_00436.jpg,4. Helopeltis/helopeltis_00243.jpg,3. Gray Blight,4. Helopeltis,True,60,98,0.84683,False,False,False
3. Gray Blight/gray_blight_00436.jpg,4. Helopeltis/helopeltis_00252.jpg,3. Gray Blight,4. Helopeltis,True,62,83,0.85712,False,False,False
3. Gray Blight/gray_blight_00436.jpg,4. Helopeltis/helopeltis_00416.jpg,3. Gray Blight,4. Helopeltis,True,58,122,0.83663,False,False,False
3. Gray Blight/gray_blight_00436.jpg,6. Green mirid bug/green_mirid_bug_00032.jpg,3. Gray Blight,6. Green mirid bug,True,56,116,0.84557,False,False,False
3. Gray Blight/gray_blight_00436.jpg,6. Green mirid bug/green_mirid_bug_00102.jpg,3. Gray Blight,6. Green mirid bug,True,56,116,0.85873,False,False,False
3. Gray Blight/gray_blight_00436.jpg,6. Green mirid bug/green_mirid_bug_00260.jpg,3. Gray Blight,6. Green mirid bug,True,64,101,0.84563,False,False,False
3. Gray Blight/gray_blight_00436.jpg,6. Green mirid bug/green_mirid_bug_00343.jpg,3. Gray Blight,6. Green mirid bug,True,64,106,0.84617,False,False,False
3. Gray Blight/gray_blight_00436.jpg,6. Green mirid bug/green_mirid_bug_00370.jpg,3. Gray Blight,6. Green mirid bug,True,54,100,0.85769,False,False,False
3. Gray Blight/gray_blight_00436.jpg,6. Green mirid bug/green_mirid_bug_00421.jpg,3. Gray Blight,6. Green mirid bug,True,58,103,0.86751,False,False,False
3. Gray Blight/gray_blight_00436.jpg,7. Healthy leaf/healthy_00219.jpg,3. Gray Blight,7. Healthy leaf,True,50,111,0.86095,False,False,False
3. Gray Blight/gray_blight_00436.jpg,7. Healthy leaf/healthy_00236.jpg,3. Gray Blight,7. Healthy leaf,True,62,103,0.85464,False,False,False
3. Gray Blight/gray_blight_00437.jpg,4. Helopeltis/helopeltis_00289.jpg,3. Gray Blight,4. Helopeltis,True,62,52,0.80792,False,False,False
3. Gray Blight/gray_blight_00438.jpg,4. Helopeltis/helopeltis_00181.jpg,3. Gray Blight,4. Helopeltis,True,50,74,0.88983,False,False,False
3. Gray Blight/gray_blight_00438.jpg,6. Green mirid bug/green_mirid_bug_00147.jpg,3. Gray Blight,6. Green mirid bug,True,60,90,0.87054,False,False,False
3. Gray Blight/gray_blight_00442.jpg,6. Green mirid bug/green_mirid_bug_00292.jpg,3. Gray Blight,6. Green mirid bug,True,56,109,0.82529,False,False,False
3. Gray Blight/gray_blight_00443.jpg,5. Red spider/red_spider_00241.jpg,3. Gray Blight,5. Red spider,True,58,96,0.84813,False,False,False
3. Gray Blight/gray_blight_00443.jpg,7. Healthy leaf/healthy_00498.jpg,3. Gray Blight,7. Healthy leaf,True,62,113,0.81257,False,False,False
3. Gray Blight/gray_blight_00443.jpg,7. Healthy leaf/healthy_00613.jpg,3. Gray Blight,7. Healthy leaf,True,64,118,0.82231,False,False,False
3. Gray Blight/gray_blight_00450.jpg,3. Gray Blight/gray_blight_00787.jpg,3. Gray Blight,3. Gray Blight,False,64,107,0.71455,False,False,False
3. Gray Blight/gray_blight_00451.jpg,3. Gray Blight/gray_blight_00957.jpg,3. Gray Blight,3. Gray Blight,False,58,108,0.74301,False,False,False
3. Gray Blight/gray_blight_00451.jpg,5. Red spider/red_spider_00179.jpg,3. Gray Blight,5. Red spider,True,64,99,0.72585,False,False,False
3. Gray Blight/gray_blight_00460.jpg,7. Healthy leaf/healthy_00596.jpg,3. Gray Blight,7. Healthy leaf,True,62,58,0.79822,False,False,False
3. Gray Blight/gray_blight_00462.jpg,4. Helopeltis/helopeltis_00368.jpg,3. Gray Blight,4. Helopeltis,True,64,127,0.83265,False,False,False
3. Gray Blight/gray_blight_00462.jpg,6. Green mirid bug/green_mirid_bug_00040.jpg,3. Gray Blight,6. Green mirid bug,True,62,88,0.83065,False,False,False
3. Gray Blight/gray_blight_00462.jpg,6. Green mirid bug/green_mirid_bug_00345.jpg,3. Gray Blight,6. Green mirid bug,True,60,87,0.82819,False,False,False
3. Gray Blight/gray_blight_00465.jpg,3. Gray Blight/gray_blight_00545.jpg,3. Gray Blight,3. Gray Blight,False,60,88,0.90083,False,False,False
3. Gray Blight/gray_blight_00465.jpg,6. Green mirid bug/green_mirid_bug_01243.jpg,3. Gray Blight,6. Green mirid bug,True,44,107,0.86525,False,False,False
3. Gray Blight/gray_blight_00466.jpg,3. Gray Blight/gray_blight_00478.jpg,3. Gray Blight,3. Gray Blight,False,64,93,0.87821,False,False,False
3. Gray Blight/gray_blight_00466.jpg,6. Green mirid bug/green_mirid_bug_01126.jpg,3. Gray Blight,6. Green mirid bug,True,54,112,0.86662,False,False,False
3. Gray Blight/gray_blight_00466.jpg,7. Healthy leaf/healthy_00718.jpg,3. Gray Blight,7. Healthy leaf,True,60,91,0.88734,False,False,False
3. Gray Blight/gray_blight_00470.jpg,7. Healthy leaf/healthy_00633.jpg,3. Gray Blight,7. Healthy leaf,True,64,83,0.80532,False,False,False
3. Gray Blight/gray_blight_00471.jpg,6. Green mirid bug/green_mirid_bug_01262.jpg,3. Gray Blight,6. Green mirid bug,True,58,100,0.80437,False,False,False
3. Gray Blight/gray_blight_00472.jpg,5. Red spider/red_spider_00158.jpg,3. Gray Blight,5. Red spider,True,60,108,0.81161,False,False,False
3. Gray Blight/gray_blight_00472.jpg,6. Green mirid bug/green_mirid_bug_01023.jpg,3. Gray Blight,6. Green mirid bug,True,58,119,0.81244,False,False,False
3. Gray Blight/gray_blight_00472.jpg,7. Healthy leaf/healthy_00453.jpg,3. Gray Blight,7. Healthy leaf,True,62,78,0.78732,False,False,False
3. Gray Blight/gray_blight_00472.jpg,7. Healthy leaf/healthy_00707.jpg,3. Gray Blight,7. Healthy leaf,True,58,103,0.8369,False,False,False
3. Gray Blight/gray_blight_00478.jpg,3. Gray Blight/gray_blight_00958.jpg,3. Gray Blight,3. Gray Blight,False,54,110,0.87473,False,False,False
3. Gray Blight/gray_blight_00478.jpg,7. Healthy leaf/healthy_00506.jpg,3. Gray Blight,7. Healthy leaf,True,60,60,0.882,False,False,False
3. Gray Blight/gray_blight_00478.jpg,7. Healthy leaf/healthy_00527.jpg,3. Gray Blight,7. Healthy leaf,True,62,80,0.8815,False,False,False
3. Gray Blight/gray_blight_00480.jpg,5. Red spider/red_spider_00144.jpg,3. Gray Blight,5. Red spider,True,64,104,0.75284,False,False,False
3. Gray Blight/gray_blight_00481.jpg,7. Healthy leaf/healthy_00439.jpg,3. Gray Blight,7. Healthy leaf,True,64,82,0.7234,False,False,False
3. Gray Blight/gray_blight_00484.jpg,5. Red spider/red_spider_00422.jpg,3. Gray Blight,5. Red spider,True,64,73,0.81521,False,False,False
3. Gray Blight/gray_blight_00485.jpg,5. Red spider/red_spider_00422.jpg,3. Gray Blight,5. Red spider,True,62,102,0.80023,False,False,False
3. Gray Blight/gray_blight_00485.jpg,7. Healthy leaf/healthy_00375.jpg,3. Gray Blight,7. Healthy leaf,True,58,76,0.74928,False,False,False
3. Gray Blight/gray_blight_00491.jpg,5. Red spider/red_spider_00242.jpg,3. Gray Blight,5. Red spider,True,54,65,0.86001,False,False,False
3. Gray Blight/gray_blight_00491.jpg,5. Red spider/red_spider_00250.jpg,3. Gray Blight,5. Red spider,True,56,69,0.84696,False,False,False
3. Gray Blight/gray_blight_00491.jpg,5. Red spider/red_spider_00306.jpg,3. Gray Blight,5. Red spider,True,60,54,0.85523,False,False,False
3. Gray Blight/gray_blight_00493.jpg,3. Gray Blight/gray_blight_00494.jpg,3. Gray Blight,3. Gray Blight,False,0,0,1.0,True,True,True
3. Gray Blight/gray_blight_00504.jpg,3. Gray Blight/gray_blight_00554.jpg,3. Gray Blight,3. Gray Blight,False,60,66,0.89405,False,False,False
3. Gray Blight/gray_blight_00504.jpg,4. Helopeltis/helopeltis_00404.jpg,3. Gray Blight,4. Helopeltis,True,64,101,0.90436,False,False,False
3. Gray Blight/gray_blight_00504.jpg,4. Helopeltis/helopeltis_00592.jpg,3. Gray Blight,4. Helopeltis,True,54,100,0.90019,False,False,False
3. Gray Blight/gray_blight_00504.jpg,5. Red spider/red_spider_00340.jpg,3. Gray Blight,5. Red spider,True,56,76,0.92078,False,False,False
3. Gray Blight/gray_blight_00504.jpg,6. Green mirid bug/green_mirid_bug_00234.jpg,3. Gray Blight,6. Green mirid bug,True,64,110,0.89875,False,False,False
3. Gray Blight/gray_blight_00504.jpg,7. Healthy leaf/healthy_00177.jpg,3. Gray Blight,7. Healthy leaf,True,64,90,0.89331,False,False,False
3. Gray Blight/gray_blight_00505.jpg,5. Red spider/red_spider_00294.jpg,3. Gray Blight,5. Red spider,True,56,81,0.86164,False,False,False
3. Gray Blight/gray_blight_00506.jpg,6. Green mirid bug/green_mirid_bug_00076.jpg,3. Gray Blight,6. Green mirid bug,True,64,113,0.85253,False,False,False
3. Gray Blight/gray_blight_00506.jpg,6. Green mirid bug/green_mirid_bug_00417.jpg,3. Gray Blight,6. Green mirid bug,True,60,91,0.83512,False,False,False
3. Gray Blight/gray_blight_00508.jpg,4. Helopeltis/helopeltis_00584.jpg,3. Gray Blight,4. Helopeltis,True,64,131,0.8521,False,False,False
3. Gray Blight/gray_blight_00509.jpg,6. Green mirid bug/green_mirid_bug_00768.jpg,3. Gray Blight,6. Green mirid bug,True,58,82,0.89636,False,False,False
3. Gray Blight/gray_blight_00509.jpg,7. Healthy leaf/healthy_00586.jpg,3. Gray Blight,7. Healthy leaf,True,56,73,0.90848,False,False,False
3. Gray Blight/gray_blight_00516.jpg,7. Healthy leaf/healthy_00480.jpg,3. Gray Blight,7. Healthy leaf,True,64,90,0.81199,False,False,False
3. Gray Blight/gray_blight_00521.jpg,7. Healthy leaf/healthy_00557.jpg,3. Gray Blight,7. Healthy leaf,True,60,83,0.84612,False,False,False
3. Gray Blight/gray_blight_00523.jpg,5. Red spider/red_spider_00353.jpg,3. Gray Blight,5. Red spider,True,60,85,0.81323,False,False,False
3. Gray Blight/gray_blight_00524.jpg,6. Green mirid bug/green_mirid_bug_01053.jpg,3. Gray Blight,6. Green mirid bug,True,64,110,0.74964,False,False,False
3. Gray Blight/gray_blight_00526.jpg,7. Healthy leaf/healthy_00455.jpg,3. Gray Blight,7. Healthy leaf,True,62,85,0.76376,False,False,False
3. Gray Blight/gray_blight_00528.jpg,5. Red spider/red_spider_00306.jpg,3. Gray Blight,5. Red spider,True,60,61,0.83335,False,False,False
3. Gray Blight/gray_blight_00528.jpg,6. Green mirid bug/green_mirid_bug_00797.jpg,3. Gray Blight,6. Green mirid bug,True,64,114,0.80938,False,False,False
3. Gray Blight/gray_blight_00529.jpg,7. Healthy leaf/healthy_00417.jpg,3. Gray Blight,7. Healthy leaf,True,60,77,0.85112,False,False,False
3. Gray Blight/gray_blight_00534.jpg,5. Red spider/red_spider_00356.jpg,3. Gray Blight,5. Red spider,True,64,96,0.88685,False,False,False
3. Gray Blight/gray_blight_00534.jpg,5. Red spider/red_spider_00440.jpg,3. Gray Blight,5. Red spider,True,64,105,0.85917,False,False,False
3. Gray Blight/gray_blight_00534.jpg,6. Green mirid bug/green_mirid_bug_00001.jpg,3. Gray Blight,6. Green mirid bug,True,62,104,0.86322,False,False,False
3. Gray Blight/gray_blight_00534.jpg,6. Green mirid bug/green_mirid_bug_00779.jpg,3. Gray Blight,6. Green mirid bug,True,64,97,0.8642,False,False,False
3. Gray Blight/gray_blight_00535.jpg,4. Helopeltis/helopeltis_00321.jpg,3. Gray Blight,4. Helopeltis,True,50,76,0.88931,False,False,False
3. Gray Blight/gray_blight_00535.jpg,6. Green mirid bug/green_mirid_bug_00879.jpg,3. Gray Blight,6. Green mirid bug,True,60,117,0.88017,False,False,False
3. Gray Blight/gray_blight_00535.jpg,6. Green mirid bug/green_mirid_bug_00901.jpg,3. Gray Blight,6. Green mirid bug,True,54,95,0.87146,False,False,False
3. Gray Blight/gray_blight_00535.jpg,6. Green mirid bug/green_mirid_bug_01136.jpg,3. Gray Blight,6. Green mirid bug,True,62,106,0.86769,False,False,False
3. Gray Blight/gray_blight_00536.jpg,3. Gray Blight/gray_blight_00740.jpg,3. Gray Blight,3. Gray Blight,False,62,89,0.81466,False,False,False
3. Gray Blight/gray_blight_00537.jpg,3. Gray Blight/gray_blight_00973.jpg,3. Gray Blight,3. Gray Blight,False,64,124,0.7941,False,False,False
3. Gray Blight/gray_blight_00538.jpg,3. Gray Blight/gray_blight_00569.jpg,3. Gray Blight,3. Gray Blight,False,64,68,0.80148,False,False,False
3. Gray Blight/gray_blight_00538.jpg,3. Gray Blight/gray_blight_00712.jpg,3. Gray Blight,3. Gray Blight,False,56,59,0.83366,False,False,False
3. Gray Blight/gray_blight_00538.jpg,7. Healthy leaf/healthy_00404.jpg,3. Gray Blight,7. Healthy leaf,True,64,82,0.8281,False,False,False
3. Gray Blight/gray_blight_00541.jpg,6. Green mirid bug/green_mirid_bug_00282.jpg,3. Gray Blight,6. Green mirid bug,True,62,101,0.84526,False,False,False
3. Gray Blight/gray_blight_00542.jpg,4. Helopeltis/helopeltis_00410.jpg,3. Gray Blight,4. Helopeltis,True,62,103,0.87143,False,False,False
3. Gray Blight/gray_blight_00542.jpg,4. Helopeltis/helopeltis_00411.jpg,3. Gray Blight,4. Helopeltis,True,56,100,0.86287,False,False,False
3. Gray Blight/gray_blight_00542.jpg,5. Red spider/red_spider_00299.jpg,3. Gray Blight,5. Red spider,True,62,77,0.87165,False,False,False
3. Gray Blight/gray_blight_00542.jpg,5. Red spider/red_spider_00510.jpg,3. Gray Blight,5. Red spider,True,56,90,0.87191,False,False,False
3. Gray Blight/gray_blight_00542.jpg,6. Green mirid bug/green_mirid_bug_00311.jpg,3. Gray Blight,6. Green mirid bug,True,60,111,0.86228,False,False,False
3. Gray Blight/gray_blight_00542.jpg,7. Healthy leaf/healthy_00326.jpg,3. Gray Blight,7. Healthy leaf,True,62,103,0.84528,False,False,False
3. Gray Blight/gray_blight_00543.jpg,7. Healthy leaf/healthy_00503.jpg,3. Gray Blight,7. Healthy leaf,True,58,69,0.88206,False,False,False
3. Gray Blight/gray_blight_00544.jpg,7. Healthy leaf/healthy_00460.jpg,3. Gray Blight,7. Healthy leaf,True,60,85,0.83878,False,False,False
3. Gray Blight/gray_blight_00544.jpg,7. Healthy leaf/healthy_00543.jpg,3. Gray Blight,7. Healthy leaf,True,60,74,0.81731,False,False,False
3. Gray Blight/gray_blight_00545.jpg,4. Helopeltis/helopeltis_00602.jpg,3. Gray Blight,4. Helopeltis,True,52,125,0.88734,False,False,False
3. Gray Blight/gray_blight_00545.jpg,6. Green mirid bug/green_mirid_bug_00122.jpg,3. Gray Blight,6. Green mirid bug,True,42,103,0.9133,False,False,False
3. Gray Blight/gray_blight_00545.jpg,6. Green mirid bug/green_mirid_bug_00653.jpg,3. Gray Blight,6. Green mirid bug,True,62,106,0.90023,False,False,False
3. Gray Blight/gray_blight_00545.jpg,6. Green mirid bug/green_mirid_bug_00898.jpg,3. Gray Blight,6. Green mirid bug,True,62,93,0.90329,False,False,False
3. Gray Blight/gray_blight_00545.jpg,7. Healthy leaf/healthy_00361.jpg,3. Gray Blight,7. Healthy leaf,True,60,105,0.87168,False,False,False
3. Gray Blight/gray_blight_00546.jpg,4. Helopeltis/helopeltis_00382.jpg,3. Gray Blight,4. Helopeltis,True,62,103,0.88838,False,False,False
3. Gray Blight/gray_blight_00546.jpg,5. Red spider/red_spider_00126.jpg,3. Gray Blight,5. Red spider,True,58,122,0.82794,False,False,False
3. Gray Blight/gray_blight_00546.jpg,5. Red spider/red_spider_00506.jpg,3. Gray Blight,5. Red spider,True,60,90,0.87135,False,False,False
3. Gray Blight/gray_blight_00546.jpg,6. Green mirid bug/green_mirid_bug_00022.jpg,3. Gray Blight,6. Green mirid bug,True,64,82,0.86849,False,False,False
3. Gray Blight/gray_blight_00546.jpg,6. Green mirid bug/green_mirid_bug_00068.jpg,3. Gray Blight,6. Green mirid bug,True,56,85,0.88658,False,False,False
3. Gray Blight/gray_blight_00546.jpg,6. Green mirid bug/green_mirid_bug_00426.jpg,3. Gray Blight,6. Green mirid bug,True,60,90,0.88846,False,False,False
3. Gray Blight/gray_blight_00546.jpg,6. Green mirid bug/green_mirid_bug_01070.jpg,3. Gray Blight,6. Green mirid bug,True,58,108,0.83441,False,False,False
3. Gray Blight/gray_blight_00546.jpg,7. Healthy leaf/healthy_00129.jpg,3. Gray Blight,7. Healthy leaf,True,56,99,0.88033,False,False,False
3. Gray Blight/gray_blight_00546.jpg,7. Healthy leaf/healthy_00130.jpg,3. Gray Blight,7. Healthy leaf,True,60,97,0.87416,False,False,False
3. Gray Blight/gray_blight_00546.jpg,7. Healthy leaf/healthy_00211.jpg,3. Gray Blight,7. Healthy leaf,True,56,83,0.89713,False,False,False
3. Gray Blight/gray_blight_00546.jpg,7. Healthy leaf/healthy_00773.jpg,3. Gray Blight,7. Healthy leaf,True,62,107,0.89626,False,False,False
3. Gray Blight/gray_blight_00549.jpg,4. Helopeltis/helopeltis_00388.jpg,3. Gray Blight,4. Helopeltis,True,58,107,0.85814,False,False,False
3. Gray Blight/gray_blight_00549.jpg,7. Healthy leaf/healthy_00930.jpg,3. Gray Blight,7. Healthy leaf,True,60,141,0.8637,False,False,False
3. Gray Blight/gray_blight_00554.jpg,3. Gray Blight/gray_blight_00945.jpg,3. Gray Blight,3. Gray Blight,False,52,118,0.88153,False,False,False
3. Gray Blight/gray_blight_00554.jpg,5. Red spider/red_spider_00289.jpg,3. Gray Blight,5. Red spider,True,52,78,0.87357,False,False,False
3. Gray Blight/gray_blight_00554.jpg,5. Red spider/red_spider_00340.jpg,3. Gray Blight,5. Red spider,True,60,82,0.89105,False,False,False
3. Gray Blight/gray_blight_00554.jpg,6. Green mirid bug/green_mirid_bug_00234.jpg,3. Gray Blight,6. Green mirid bug,True,58,108,0.88151,False,False,False
3. Gray Blight/gray_blight_00555.jpg,6. Green mirid bug/green_mirid_bug_00426.jpg,3. Gray Blight,6. Green mirid bug,True,58,71,0.88899,False,False,False
3. Gray Blight/gray_blight_00555.jpg,7. Healthy leaf/healthy_00247.jpg,3. Gray Blight,7. Healthy leaf,True,60,73,0.89805,False,False,False
