relative_path,class_folder_raw,width,height,size_bytes,laplacian_var_blur,sharpness_flag,mean_brightness,std_contrast,decode_ok,corruption_status,has_exif
2. Brown Blight/brown_blight_00001.jpg,2. Brown Blight,1200,1594,330415,104.094,soft,199.002,45.134,True,ok,True
2. Brown Blight/brown_blight_00002.jpg,2. Brown Blight,1200,1594,322111,126.889,soft,180.882,51.629,True,ok,True
2. Brown Blight/brown_blight_00003.jpg,2. Brown Blight,1200,1594,340533,107.691,soft,199.948,44.829,True,ok,True
2. Brown Blight/brown_blight_00004.jpg,2. Brown Blight,1200,904,224335,99.878,blurry,176.626,49.449,True,ok,True
2. Brown Blight/brown_blight_00005.jpg,2. Brown Blight,1200,1594,504321,226.484,soft,165.045,51.048,True,ok,True
2. Brown Blight/brown_blight_00006.jpg,2. Brown Blight,1200,904,185553,139.743,soft,207.307,51.243,True,ok,True
2. Brown Blight/brown_blight_00007.jpg,2. Brown Blight,1200,1594,232354,70.518,blurry,196.044,33.862,True,ok,True
2. Brown Blight/brown_blight_00008.jpg,2. Brown Blight,1200,1594,296955,116.791,soft,201.568,47.339,True,ok,True
2. Brown Blight/brown_blight_00009.jpg,2. Brown Blight,1200,1594,354677,100.558,soft,187.655,36.741,True,ok,True
2. Brown Blight/brown_blight_00010.jpg,2. Brown Blight,1200,1594,288817,94.701,blurry,200.452,44.883,True,ok,True
2. Brown Blight/brown_blight_00011.jpg,2. Brown Blight,1200,904,170243,144.473,soft,202.459,56.995,True,ok,True
2. Brown Blight/brown_blight_00012.jpg,2. Brown Blight,1200,904,209610,101.801,soft,186.129,42.786,True,ok,True
2. Brown Blight/brown_blight_00013.jpg,2. Brown Blight,1200,904,170016,140.345,soft,193.021,59.162,True,ok,True
2. Brown Blight/brown_blight_00014.jpg,2. Brown Blight,1200,904,211332,132.473,soft,195.136,51.271,True,ok,True
2. Brown Blight/brown_blight_00015.jpg,2. Brown Blight,1200,904,171111,80.555,blurry,199.048,45.772,True,ok,True
2. Brown Blight/brown_blight_00016.jpg,2. Brown Blight,1200,904,207768,57.213,blurry,188.264,34.705,True,ok,True
2. Brown Blight/brown_blight_00017.jpg,2. Brown Blight,1200,904,188827,48.658,blurry,193.007,26.404,True,ok,True
2. Brown Blight/brown_blight_00018.jpg,2. Brown Blight,1200,904,197249,58.529,blurry,189.989,32.71,True,ok,True
2. Brown Blight/brown_blight_00019.jpg,2. Brown Blight,1200,904,196769,73.99,blurry,189.367,31.073,True,ok,True
2. Brown Blight/brown_blight_00020.jpg,2. Brown Blight,1200,904,217015,215.048,soft,191.396,67.936,True,ok,True
2. Brown Blight/brown_blight_00021.jpg,2. Brown Blight,1200,904,215247,141.409,soft,199.605,51.745,True,ok,True
2. Brown Blight/brown_blight_00022.jpg,2. Brown Blight,1200,904,166710,106.637,soft,194.309,58.091,True,ok,True
2. Brown Blight/brown_blight_00023.jpg,2. Brown Blight,1200,1594,327366,133.109,soft,196.566,55.003,True,ok,True
2. Brown Blight/brown_blight_00024.jpg,2. Brown Blight,1200,1594,351686,118.873,soft,197.366,38.317,True,ok,True
2. Brown Blight/brown_blight_00025.jpg,2. Brown Blight,1200,1594,325789,107.74,soft,174.161,61.927,True,ok,True
2. Brown Blight/brown_blight_00026.jpg,2. Brown Blight,1200,904,190516,159.329,soft,169.171,60.924,True,ok,True
2. Brown Blight/brown_blight_00027.jpg,2. Brown Blight,1200,904,156708,106.065,soft,197.909,42.97,True,ok,True
2. Brown Blight/brown_blight_00028.jpg,2. Brown Blight,1200,1594,440723,157.685,soft,166.33,53.178,True,ok,True
2. Brown Blight/brown_blight_00029.jpg,2. Brown Blight,1200,904,187889,74.748,blurry,199.031,41.809,True,ok,True
2. Brown Blight/brown_blight_00030.jpg,2. Brown Blight,1200,1594,356061,72.117,blurry,178.349,42.746,True,ok,True
2. Brown Blight/brown_blight_00031.jpg,2. Brown Blight,1200,1594,359932,55.626,blurry,184.598,29.79,True,ok,True
2. Brown Blight/brown_blight_00032.jpg,2. Brown Blight,1200,1594,326799,104.574,soft,199.514,42.97,True,ok,True
2. Brown Blight/brown_blight_00033.jpg,2. Brown Blight,1200,1594,355112,102.427,soft,197.794,41.007,True,ok,True
2. Brown Blight/brown_blight_00034.jpg,2. Brown Blight,1200,1594,273682,94.663,blurry,202.594,51.903,True,ok,True
2. Brown Blight/brown_blight_00035.jpg,2. Brown Blight,1200,1594,344478,104.086,soft,206.628,41.231,True,ok,True
2. Brown Blight/brown_blight_00036.jpg,2. Brown Blight,1200,1594,267015,92.248,blurry,205.034,52.772,True,ok,True
2. Brown Blight/brown_blight_00037.jpg,2. Brown Blight,1200,1594,286003,94.65,blurry,202.435,53.167,True,ok,True
2. Brown Blight/brown_blight_00038.jpg,2. Brown Blight,1200,904,156717,151.643,soft,194.693,59.112,True,ok,True
2. Brown Blight/brown_blight_00039.jpg,2. Brown Blight,1200,1594,246066,70.936,blurry,175.029,51.039,True,ok,True
2. Brown Blight/brown_blight_00040.jpg,2. Brown Blight,1200,1594,372940,92.395,blurry,181.785,42.555,True,ok,True
2. Brown Blight/brown_blight_00041.jpg,2. Brown Blight,1200,1594,305968,133.058,soft,200.779,54.24,True,ok,True
2. Brown Blight/brown_blight_00042.jpg,2. Brown Blight,1200,1594,280523,102.114,soft,196.653,45.578,True,ok,True
2. Brown Blight/brown_blight_00043.jpg,2. Brown Blight,1200,1594,307910,109.062,soft,170.66,51.266,True,ok,True
2. Brown Blight/brown_blight_00044.jpg,2. Brown Blight,1200,1594,319249,94.633,blurry,137.004,54.518,True,ok,True
2. Brown Blight/brown_blight_00045.jpg,2. Brown Blight,1200,1594,264025,63.409,blurry,166.835,42.071,True,ok,True
2. Brown Blight/brown_blight_00046.jpg,2. Brown Blight,1200,1594,273165,52.922,blurry,176.403,39.477,True,ok,True
2. Brown Blight/brown_blight_00047.jpg,2. Brown Blight,1200,1594,282640,108.139,soft,195.591,50.387,True,ok,True
2. Brown Blight/brown_blight_00048.jpg,2. Brown Blight,1200,904,144876,100.746,soft,194.886,43.863,True,ok,True
2. Brown Blight/brown_blight_00049.jpg,2. Brown Blight,1200,1594,251231,113.835,soft,185.557,49.308,True,ok,True
2. Brown Blight/brown_blight_00050.jpg,2. Brown Blight,1200,904,163175,137.22,soft,194.584,48.694,True,ok,True
2. Brown Blight/brown_blight_00051.jpg,2. Brown Blight,1200,1594,266775,81.505,blurry,174.689,38.786,True,ok,True
2. Brown Blight/brown_blight_00052.jpg,2. Brown Blight,1200,1594,253727,85.728,blurry,181.218,37.713,True,ok,True
2. Brown Blight/brown_blight_00053.jpg,2. Brown Blight,1200,1594,240395,79.667,blurry,179.852,34.573,True,ok,True
2. Brown Blight/brown_blight_00054.jpg,2. Brown Blight,1200,1594,254312,80.792,blurry,179.188,32.75,True,ok,True
2. Brown Blight/brown_blight_00055.jpg,2. Brown Blight,1200,1594,232543,56.831,blurry,177.207,38.516,True,ok,True
2. Brown Blight/brown_blight_00056.jpg,2. Brown Blight,1200,1594,260740,105.841,soft,177.837,46.306,True,ok,True
2. Brown Blight/brown_blight_00057.jpg,2. Brown Blight,1200,1594,245867,36.628,blurry,158.612,26.851,True,ok,True
2. Brown Blight/brown_blight_00058.jpg,2. Brown Blight,1200,1594,256493,50.835,blurry,173.141,27.629,True,ok,True
2. Brown Blight/brown_blight_00059.jpg,2. Brown Blight,1200,904,242231,279.103,soft,149.025,76.95,True,ok,True
2. Brown Blight/brown_blight_00060.jpg,2. Brown Blight,1200,904,274986,272.195,soft,132.817,65.395,True,ok,True
2. Brown Blight/brown_blight_00061.jpg,2. Brown Blight,1200,1594,414449,235.433,soft,151.43,65.974,True,ok,True
2. Brown Blight/brown_blight_00062.jpg,2. Brown Blight,1200,1594,308716,204.737,soft,146.722,75.965,True,ok,True
2. Brown Blight/brown_blight_00063.jpg,2. Brown Blight,1200,1594,262238,79.515,blurry,164.628,53.105,True,ok,True
2. Brown Blight/brown_blight_00064.jpg,2. Brown Blight,1200,1594,264854,97.961,blurry,173.712,56.237,True,ok,True
2. Brown Blight/brown_blight_00065.jpg,2. Brown Blight,1200,900,164748,116.484,soft,174.962,40.987,True,ok,True
2. Brown Blight/brown_blight_00066.jpg,2. Brown Blight,1200,900,175308,125.69,soft,175.23,40.342,True,ok,True
2. Brown Blight/brown_blight_00067.jpg,2. Brown Blight,1200,1594,352815,135.548,soft,167.636,55.825,True,ok,True
2. Brown Blight/brown_blight_00068.jpg,2. Brown Blight,1200,1594,341828,136.248,soft,167.851,55.409,True,ok,True
2. Brown Blight/brown_blight_00069.jpg,2. Brown Blight,1200,1594,301924,207.874,soft,175.039,57.711,True,ok,True
2. Brown Blight/brown_blight_00070.jpg,2. Brown Blight,1200,1594,318756,227.876,soft,173.762,58.104,True,ok,True
2. Brown Blight/brown_blight_00071.jpg,2. Brown Blight,1200,1600,349374,308.312,sharp,141.728,60.156,True,ok,True
2. Brown Blight/brown_blight_00072.jpg,2. Brown Blight,1200,1600,303676,149.691,soft,161.572,60.766,True,ok,True
2. Brown Blight/brown_blight_00073.jpg,2. Brown Blight,1200,1600,303920,146.085,soft,155.819,62.256,True,ok,True
2. Brown Blight/brown_blight_00074.jpg,2. Brown Blight,1200,1600,317028,159.838,soft,152.465,63.324,True,ok,True
2. Brown Blight/brown_blight_00075.jpg,2. Brown Blight,1200,1600,307737,155.613,soft,161.381,60.58,True,ok,True
2. Brown Blight/brown_blight_00076.jpg,2. Brown Blight,1200,1600,331711,164.178,soft,160.237,62.278,True,ok,True
2. Brown Blight/brown_blight_00077.jpg,2. Brown Blight,1200,1600,300755,176.31,soft,163.599,55.801,True,ok,True
2. Brown Blight/brown_blight_00078.jpg,2. Brown Blight,1200,1600,312385,176.788,soft,172.776,51.968,True,ok,True
2. Brown Blight/brown_blight_00079.jpg,2. Brown Blight,1200,1600,290159,174.509,soft,171.584,52.14,True,ok,True
2. Brown Blight/brown_blight_00080.jpg,2. Brown Blight,1200,1594,230822,114.268,soft,197.468,51.134,True,ok,True
2. Brown Blight/brown_blight_00081.jpg,2. Brown Blight,1200,1594,232349,85.753,blurry,199.318,46.927,True,ok,True
2. Brown Blight/brown_blight_00082.jpg,2. Brown Blight,1200,1600,287229,64.012,blurry,179.421,27.224,True,ok,True
2. Brown Blight/brown_blight_00083.jpg,2. Brown Blight,1200,1600,259132,48.704,blurry,178.228,27.25,True,ok,True
2. Brown Blight/brown_blight_00084.jpg,2. Brown Blight,1200,1600,278461,46.858,blurry,174.939,28.845,True,ok,True
2. Brown Blight/brown_blight_00085.jpg,2. Brown Blight,1200,900,174027,70.436,blurry,173.484,32.389,True,ok,True
2. Brown Blight/brown_blight_00086.jpg,2. Brown Blight,1200,900,165068,87.04,blurry,176.41,34.272,True,ok,True
2. Brown Blight/brown_blight_00087.jpg,2. Brown Blight,1200,900,165772,73.19,blurry,174.126,33.514,True,ok,True
2. Brown Blight/brown_blight_00088.jpg,2. Brown Blight,1200,1600,292310,167.992,soft,164.464,60.011,True,ok,True
2. Brown Blight/brown_blight_00089.jpg,2. Brown Blight,1200,1600,329400,212.04,soft,155.803,64.151,True,ok,True
2. Brown Blight/brown_blight_00090.jpg,2. Brown Blight,1200,1600,336355,198.588,soft,164.612,60.614,True,ok,True
2. Brown Blight/brown_blight_00091.jpg,2. Brown Blight,1200,1600,419537,194.207,soft,170.359,52.766,True,ok,True
2. Brown Blight/brown_blight_00092.jpg,2. Brown Blight,1200,1600,438499,187.681,soft,171.2,51.782,True,ok,True
2. Brown Blight/brown_blight_00093.jpg,2. Brown Blight,1200,904,159286,201.922,soft,159.304,58.044,True,ok,True
2. Brown Blight/brown_blight_00094.jpg,2. Brown Blight,1200,904,202528,298.114,soft,154.352,65.663,True,ok,True
2. Brown Blight/brown_blight_00095.jpg,2. Brown Blight,1200,904,204901,299.455,soft,154.528,65.579,True,ok,True
2. Brown Blight/brown_blight_00096.jpg,2. Brown Blight,1200,904,184405,276.1,soft,168.767,58.992,True,ok,True
2. Brown Blight/brown_blight_00097.jpg,2. Brown Blight,1200,904,179541,272.942,soft,168.755,58.864,True,ok,True
2. Brown Blight/brown_blight_00098.jpg,2. Brown Blight,1200,904,209949,287.96,soft,166.58,54.513,True,ok,True
2. Brown Blight/brown_blight_00099.jpg,2. Brown Blight,1200,904,208836,283.574,soft,166.781,54.745,True,ok,True
2. Brown Blight/brown_blight_00100.jpg,2. Brown Blight,1200,1600,393221,219.381,soft,186.232,51.855,True,ok,True
2. Brown Blight/brown_blight_00101.jpg,2. Brown Blight,1200,1600,289603,203.573,soft,180.745,55.01,True,ok,True
2. Brown Blight/brown_blight_00102.jpg,2. Brown Blight,1200,1600,288957,203.039,soft,182.437,55.435,True,ok,True
2. Brown Blight/brown_blight_00103.jpg,2. Brown Blight,1200,1600,265921,149.474,soft,186.539,48.832,True,ok,True
2. Brown Blight/brown_blight_00104.jpg,2. Brown Blight,1200,1600,262747,141.754,soft,181.295,50.403,True,ok,True
2. Brown Blight/brown_blight_00105.jpg,2. Brown Blight,1200,1600,323574,174.999,soft,192.354,43.51,True,ok,True
2. Brown Blight/brown_blight_00106.jpg,2. Brown Blight,1200,904,195141,310.893,sharp,158.598,71.659,True,ok,True
2. Brown Blight/brown_blight_00107.jpg,2. Brown Blight,1200,904,172171,258.234,soft,162.034,72.773,True,ok,True
2. Brown Blight/brown_blight_00108.jpg,2. Brown Blight,1200,904,138037,154.828,soft,170.581,60.378,True,ok,True
2. Brown Blight/brown_blight_00109.jpg,2. Brown Blight,1200,904,137901,153.602,soft,171.233,60.197,True,ok,True
2. Brown Blight/brown_blight_00110.jpg,2. Brown Blight,1200,1600,328555,299.31,soft,174.255,57.753,True,ok,True
2. Brown Blight/brown_blight_00111.jpg,2. Brown Blight,1200,904,155667,176.896,soft,178.745,52.661,True,ok,True
2. Brown Blight/brown_blight_00112.jpg,2. Brown Blight,1200,1600,416811,322.626,sharp,151.962,54.092,True,ok,True
2. Brown Blight/brown_blight_00113.jpg,2. Brown Blight,1200,904,142329,188.264,soft,165.82,68.319,True,ok,True
2. Brown Blight/brown_blight_00114.jpg,2. Brown Blight,1200,904,189314,250.81,soft,157.796,57.998,True,ok,True
2. Brown Blight/brown_blight_00115.jpg,2. Brown Blight,1200,1600,424693,298.941,soft,154.456,52.65,True,ok,True
2. Brown Blight/brown_blight_00116.jpg,2. Brown Blight,1200,904,157472,262.038,soft,152.823,70.543,True,ok,True
2. Brown Blight/brown_blight_00117.jpg,2. Brown Blight,1200,1600,347402,296.44,soft,146.634,64.186,True,ok,True
2. Brown Blight/brown_blight_00118.jpg,2. Brown Blight,1200,1600,349722,298.584,soft,149.074,64.03,True,ok,True
2. Brown Blight/brown_blight_00119.jpg,2. Brown Blight,1200,1600,348935,296.917,soft,149.956,64.037,True,ok,True
2. Brown Blight/brown_blight_00120.jpg,2. Brown Blight,1200,904,125303,162.032,soft,172.607,59.279,True,ok,True
2. Brown Blight/brown_blight_00121.jpg,2. Brown Blight,1200,904,146520,177.205,soft,180.813,49.139,True,ok,True
2. Brown Blight/brown_blight_00122.jpg,2. Brown Blight,1200,904,149793,178.638,soft,180.997,49.269,True,ok,True
2. Brown Blight/brown_blight_00123.jpg,2. Brown Blight,1200,904,151033,208.013,soft,169.133,62.483,True,ok,True
2. Brown Blight/brown_blight_00124.jpg,2. Brown Blight,1200,904,148318,201.467,soft,163.18,62.509,True,ok,True
2. Brown Blight/brown_blight_00125.jpg,2. Brown Blight,1200,904,146616,194.412,soft,164.906,61.026,True,ok,True
2. Brown Blight/brown_blight_00126.jpg,2. Brown Blight,1200,904,166493,198.473,soft,169.422,51.409,True,ok,True
2. Brown Blight/brown_blight_00127.jpg,2. Brown Blight,1200,904,139288,157.576,soft,179.28,42.5,True,ok,True
2. Brown Blight/brown_blight_00128.jpg,2. Brown Blight,1200,904,127828,135.381,soft,179.141,49.201,True,ok,True
2. Brown Blight/brown_blight_00129.jpg,2. Brown Blight,1200,904,170281,267.91,soft,174.586,40.032,True,ok,True
2. Brown Blight/brown_blight_00130.jpg,2. Brown Blight,1200,904,169863,234.239,soft,171.99,46.876,True,ok,True
2. Brown Blight/brown_blight_00131.jpg,2. Brown Blight,1200,904,161593,216.164,soft,178.596,42.611,True,ok,True
2. Brown Blight/brown_blight_00132.jpg,2. Brown Blight,1200,904,150896,213.173,soft,182.365,32.505,True,ok,True
2. Brown Blight/brown_blight_00133.jpg,2. Brown Blight,1200,904,142122,160.257,soft,174.711,40.956,True,ok,True
2. Brown Blight/brown_blight_00134.jpg,2. Brown Blight,1200,904,135756,145.812,soft,170.957,50.572,True,ok,True
2. Brown Blight/brown_blight_00135.jpg,2. Brown Blight,1200,904,138288,126.685,soft,186.988,39.135,True,ok,True
2. Brown Blight/brown_blight_00136.jpg,2. Brown Blight,1200,904,138208,206.826,soft,175.252,50.931,True,ok,True
2. Brown Blight/brown_blight_00137.jpg,2. Brown Blight,1200,904,143486,217.133,soft,174.713,52.124,True,ok,True
2. Brown Blight/brown_blight_00138.jpg,2. Brown Blight,1200,904,159616,219.517,soft,174.82,50.873,True,ok,True
2. Brown Blight/brown_blight_00139.jpg,2. Brown Blight,1200,904,157362,177.154,soft,184.732,42.231,True,ok,True
2. Brown Blight/brown_blight_00140.jpg,2. Brown Blight,1200,904,145815,188.008,soft,173.428,50.183,True,ok,True
2. Brown Blight/brown_blight_00141.jpg,2. Brown Blight,1200,904,139849,312.76,sharp,169.045,60.785,True,ok,True
2. Brown Blight/brown_blight_00142.jpg,2. Brown Blight,1200,904,125568,158.817,soft,171.477,46.914,True,ok,True
2. Brown Blight/brown_blight_00143.jpg,2. Brown Blight,1200,904,157101,187.968,soft,174.117,56.547,True,ok,True
2. Brown Blight/brown_blight_00144.jpg,2. Brown Blight,1200,904,127033,150.708,soft,159.359,44.493,True,ok,True
2. Brown Blight/brown_blight_00145.jpg,2. Brown Blight,1200,904,149013,116.776,soft,183.778,41.873,True,ok,True
2. Brown Blight/brown_blight_00146.jpg,2. Brown Blight,1200,904,148226,176.922,soft,177.602,45.373,True,ok,True
2. Brown Blight/brown_blight_00147.jpg,2. Brown Blight,1200,904,122028,132.048,soft,163.201,42.062,True,ok,True
2. Brown Blight/brown_blight_00148.jpg,2. Brown Blight,1200,904,147333,164.571,soft,161.083,43.967,True,ok,True
2. Brown Blight/brown_blight_00149.jpg,2. Brown Blight,1200,904,129900,104.472,soft,176.453,43.151,True,ok,True
2. Brown Blight/brown_blight_00150.jpg,2. Brown Blight,1200,904,120141,106.058,soft,182.109,38.025,True,ok,True
2. Brown Blight/brown_blight_00151.jpg,2. Brown Blight,1200,904,137583,124.677,soft,183.948,39.085,True,ok,True
2. Brown Blight/brown_blight_00152.jpg,2. Brown Blight,1200,904,197946,261.763,soft,158.332,57.605,True,ok,True
2. Brown Blight/brown_blight_00153.jpg,2. Brown Blight,1200,904,192468,345.61,sharp,155.308,66.709,True,ok,True
2. Brown Blight/brown_blight_00154.jpg,2. Brown Blight,1200,904,158467,200.366,soft,169.281,56.697,True,ok,True
2. Brown Blight/brown_blight_00155.jpg,2. Brown Blight,1200,904,147095,169.458,soft,174.892,47.806,True,ok,True
2. Brown Blight/brown_blight_00156.jpg,2. Brown Blight,1200,1600,307862,178.716,soft,200.358,44.447,True,ok,True
2. Brown Blight/brown_blight_00157.jpg,2. Brown Blight,1200,904,198572,272.234,soft,178.639,47.576,True,ok,True
2. Brown Blight/brown_blight_00158.jpg,2. Brown Blight,1200,1600,300538,195.639,soft,195.897,47.928,True,ok,True
2. Brown Blight/brown_blight_00159.jpg,2. Brown Blight,1200,904,163299,234.751,soft,173.114,40.27,True,ok,True
2. Brown Blight/brown_blight_00160.jpg,2. Brown Blight,1200,1600,391669,240.38,soft,194.427,37.41,True,ok,True
2. Brown Blight/brown_blight_00161.jpg,2. Brown Blight,1200,904,137714,136.364,soft,191.548,35.386,True,ok,True
2. Brown Blight/brown_blight_00162.jpg,2. Brown Blight,1200,904,119402,110.976,soft,165.753,38.171,True,ok,True
2. Brown Blight/brown_blight_00163.jpg,2. Brown Blight,1200,904,124887,184.048,soft,180.691,43.792,True,ok,True
2. Brown Blight/brown_blight_00164.jpg,2. Brown Blight,1200,1600,210678,95.27,blurry,190.923,43.345,True,ok,True
2. Brown Blight/brown_blight_00165.jpg,2. Brown Blight,1200,1600,207606,92.101,blurry,197.245,41.559,True,ok,True
2. Brown Blight/brown_blight_00166.jpg,2. Brown Blight,1200,904,120833,136.105,soft,180.792,35.044,True,ok,True
2. Brown Blight/brown_blight_00167.jpg,2. Brown Blight,1200,904,114131,122.35,soft,180.051,31.408,True,ok,True
2. Brown Blight/brown_blight_00168.jpg,2. Brown Blight,1200,1600,246678,117.069,soft,194.626,35.276,True,ok,True
2. Brown Blight/brown_blight_00169.jpg,2. Brown Blight,1200,904,123379,139.963,soft,177.749,37.526,True,ok,True
2. Brown Blight/brown_blight_00170.jpg,2. Brown Blight,1200,1600,260120,118.144,soft,197.22,35.772,True,ok,True
2. Brown Blight/brown_blight_00171.jpg,2. Brown Blight,1200,904,139104,160.591,soft,175.327,39.19,True,ok,True
2. Brown Blight/brown_blight_00172.jpg,2. Brown Blight,1200,904,132473,164.527,soft,176.536,37.31,True,ok,True
2. Brown Blight/brown_blight_00173.jpg,2. Brown Blight,1200,904,130959,185.708,soft,175.16,39.449,True,ok,True
2. Brown Blight/brown_blight_00174.jpg,2. Brown Blight,1200,1600,534401,267.99,soft,185.553,47.158,True,ok,True
2. Brown Blight/brown_blight_00175.jpg,2. Brown Blight,1200,1600,419897,294.489,soft,175.194,56.296,True,ok,True
2. Brown Blight/brown_blight_00176.jpg,2. Brown Blight,1200,1600,444526,271.759,soft,184.862,54.391,True,ok,True
2. Brown Blight/brown_blight_00177.jpg,2. Brown Blight,1200,1600,436542,289.098,soft,179.062,55.459,True,ok,True
2. Brown Blight/brown_blight_00178.jpg,2. Brown Blight,1200,1600,332074,106.511,soft,193.862,38.358,True,ok,True
2. Brown Blight/brown_blight_00179.jpg,2. Brown Blight,1200,1600,286102,109.465,soft,190.694,45.371,True,ok,True
2. Brown Blight/brown_blight_00180.jpg,2. Brown Blight,1200,1600,284170,97.073,blurry,194.484,37.579,True,ok,True
2. Brown Blight/brown_blight_00181.jpg,2. Brown Blight,1200,1600,311406,107.483,soft,191.753,41.299,True,ok,True
2. Brown Blight/brown_blight_00182.jpg,2. Brown Blight,1200,904,140541,165.916,soft,169.097,55.453,True,ok,True
2. Brown Blight/brown_blight_00183.jpg,2. Brown Blight,1200,904,158294,220.264,soft,158.703,65.946,True,ok,True
2. Brown Blight/brown_blight_00184.jpg,2. Brown Blight,1200,904,164518,187.48,soft,167.477,61.583,True,ok,True
2. Brown Blight/brown_blight_00185.jpg,2. Brown Blight,1200,904,130528,140.601,soft,183.81,51.384,True,ok,True
2. Brown Blight/brown_blight_00186.jpg,2. Brown Blight,1200,904,139459,130.156,soft,166.83,51.897,True,ok,True
2. Brown Blight/brown_blight_00187.jpg,2. Brown Blight,1200,904,155808,152.149,soft,163.756,54.33,True,ok,True
2. Brown Blight/brown_blight_00188.jpg,2. Brown Blight,1200,904,164924,184.061,soft,171.941,54.411,True,ok,True
2. Brown Blight/brown_blight_00189.jpg,2. Brown Blight,1200,904,206702,327.539,sharp,174.663,49.218,True,ok,True
2. Brown Blight/brown_blight_00190.jpg,2. Brown Blight,1200,904,186201,255.809,soft,165.906,49.986,True,ok,True
2. Brown Blight/brown_blight_00191.jpg,2. Brown Blight,1200,904,173368,233.85,soft,168.445,45.885,True,ok,True
2. Brown Blight/brown_blight_00192.jpg,2. Brown Blight,1200,904,183711,269.466,soft,174.046,45.192,True,ok,True
2. Brown Blight/brown_blight_00193.jpg,2. Brown Blight,1200,904,150590,157.155,soft,174.874,50.546,True,ok,True
2. Brown Blight/brown_blight_00194.jpg,2. Brown Blight,1200,904,171575,156.921,soft,173.674,55.571,True,ok,True
2. Brown Blight/brown_blight_00195.jpg,2. Brown Blight,1200,1600,364896,160.118,soft,196.003,41.92,True,ok,True
2. Brown Blight/brown_blight_00196.jpg,2. Brown Blight,1200,904,149502,141.528,soft,179.954,51.972,True,ok,True
2. Brown Blight/brown_blight_00197.jpg,2. Brown Blight,1200,904,156968,143.511,soft,183.111,52.45,True,ok,True
2. Brown Blight/brown_blight_00198.jpg,2. Brown Blight,1200,1600,351735,170.59,soft,192.396,43.135,True,ok,True
2. Brown Blight/brown_blight_00199.jpg,2. Brown Blight,1200,1600,362780,216.29,soft,189.915,43.783,True,ok,True
2. Brown Blight/brown_blight_00200.jpg,2. Brown Blight,1200,1600,350047,222.16,soft,188.829,46.697,True,ok,True
2. Brown Blight/brown_blight_00201.jpg,2. Brown Blight,1200,1600,346311,202.122,soft,194.458,39.619,True,ok,True
2. Brown Blight/brown_blight_00202.jpg,2. Brown Blight,1200,1600,351734,201.588,soft,194.378,39.631,True,ok,True
2. Brown Blight/brown_blight_00203.jpg,2. Brown Blight,1200,904,159126,163.551,soft,175.882,48.823,True,ok,True
2. Brown Blight/brown_blight_00204.jpg,2. Brown Blight,1200,904,159916,236.374,soft,179.484,45.073,True,ok,True
2. Brown Blight/brown_blight_00205.jpg,2. Brown Blight,1200,904,131069,158.266,soft,162.978,41.986,True,ok,True
2. Brown Blight/brown_blight_00206.jpg,2. Brown Blight,1200,904,174239,215.716,soft,173.39,54.28,True,ok,True
2. Brown Blight/brown_blight_00207.jpg,2. Brown Blight,1200,904,138643,158.452,soft,168.822,50.644,True,ok,True
2. Brown Blight/brown_blight_00208.jpg,2. Brown Blight,1200,904,137251,151.198,soft,174.682,39.127,True,ok,True
2. Brown Blight/brown_blight_00209.jpg,2. Brown Blight,1200,904,141272,169.084,soft,173.794,42.67,True,ok,True
2. Brown Blight/brown_blight_00210.jpg,2. Brown Blight,1200,1600,288271,108.571,soft,188.855,37.968,True,ok,True
2. Brown Blight/brown_blight_00211.jpg,2. Brown Blight,1200,1600,298762,138.846,soft,190.33,46.194,True,ok,True
2. Brown Blight/brown_blight_00212.jpg,2. Brown Blight,1200,1600,262322,99.89,blurry,198.06,42.173,True,ok,True
2. Brown Blight/brown_blight_00213.jpg,2. Brown Blight,1200,1600,241029,98.063,blurry,195.408,45.078,True,ok,True
2. Brown Blight/brown_blight_00214.jpg,2. Brown Blight,1200,904,160640,199.973,soft,187.893,51.583,True,ok,True
2. Brown Blight/brown_blight_00215.jpg,2. Brown Blight,1200,904,125657,153.925,soft,177.907,52.361,True,ok,True
2. Brown Blight/brown_blight_00216.jpg,2. Brown Blight,1200,904,125159,160.529,soft,165.5,44.077,True,ok,True
2. Brown Blight/brown_blight_00217.jpg,2. Brown Blight,1200,904,136058,151.724,soft,168.619,49.655,True,ok,True
2. Brown Blight/brown_blight_00218.jpg,2. Brown Blight,1200,904,137732,180.424,soft,162.444,57.911,True,ok,True
2. Brown Blight/brown_blight_00219.jpg,2. Brown Blight,1200,904,133405,159.967,soft,169.795,56.175,True,ok,True
2. Brown Blight/brown_blight_00220.jpg,2. Brown Blight,1200,904,137840,178.959,soft,164.473,57.538,True,ok,True
2. Brown Blight/brown_blight_00221.jpg,2. Brown Blight,1200,904,139293,151.194,soft,188.298,45.959,True,ok,True
2. Brown Blight/brown_blight_00222.jpg,2. Brown Blight,1200,904,141943,151.826,soft,160.626,45.227,True,ok,True
2. Brown Blight/brown_blight_00223.jpg,2. Brown Blight,1200,1600,298118,143.812,soft,170.452,37.952,True,ok,True
2. Brown Blight/brown_blight_00224.jpg,2. Brown Blight,1200,904,126247,118.72,soft,181.631,35.853,True,ok,True
2. Brown Blight/brown_blight_00225.jpg,2. Brown Blight,1200,904,127496,134.291,soft,172.042,47.826,True,ok,True
