dataset_version,relative_path,class_folder_raw,normalized_class,filename,extension,detected_format,mime_type,sha256,size_bytes,width,height,aspect_ratio,megapixels,color_mode,decode_ok,corruption_status,truncated,has_exif,exif_make,exif_model,exif_orientation,exif_datetime,exif_software,icc_profile,jpeg_quality_estimate,is_progressive,mean_brightness,std_contrast,laplacian_var_blur,sharpness_flag,phash16,dhash16,ahash8,whash8,colorhash
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00393.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00393.jpg,.jpg,JPEG,image/jpeg,fe887602fa8591fa3a182da99bd1c5f1994f200a0f45f8c96048c9771ec6f20e,195783,1200,900,1.333333,1.08,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 20:38:40,MediaTek Camera Application,False,,False,167.71,52.082,183.463,soft,b0499912c536a5793a9a5a87e049a572cfb65a8d305bbd5627c170a9d82f8f5e,f3fcfbfcfbf8ffbcf9f8e374c3671be30df6436cf078fc70f7f8f3f8d3e0fbe0,7f7fc70001e7ff7f,3f7f070001073f3f,06180002000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00394.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00394.jpg,.jpg,JPEG,image/jpeg,bb07c9c7b0e11d0b5f67cb1ba4300ee368121e89d2644a0a4ac3ba4e1a6d4103,188891,1200,900,1.333333,1.08,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 20:38:46,MediaTek Camera Application,False,,False,169.617,46.0,152.379,soft,e51c03ff90f39de26f0072bdb1be87181ec158e7643f251813d0d2d5cc2f8d2a,f800f820f020f010f140f9f8c83f1207992ed83ce1f0c600c020c000c020c000,7e7ee70081fffffe,7c7e620000e6fefc,06180002000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00395.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00395.jpg,.jpg,JPEG,image/jpeg,84198f34d3cb84a42d876f770d47e02e18b8de59f82983ca3f758f9360582bf1,229222,1200,900,1.333333,1.08,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 20:39:15,MediaTek Camera Application,False,,False,149.414,66.702,240.165,soft,a441959dd1be6a723919b5ed60f19f908f62783e999527e1635ac60e6c2199f4,e9f8edf8ecf8edf8ec70f078c3f88cfe1dae9ca7c6fee47cd8f0e1b8f9f8f1f8,ffffe78301c1ffff,7f7f07030101676f,0e380000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00396.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00396.jpg,.jpg,JPEG,image/jpeg,0d4547da9d08ac5c654c61d20bc252d5147de11147b152ef332a050d62b06a0d,210299,1200,900,1.333333,1.08,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 20:39:20,MediaTek Camera Application,False,,False,174.743,63.869,251.444,soft,f1141f2287e9e2d86c4f1b07b3b0a4f1ca0b4acc2cc23d2e73bcd2f18f132f4e,9040b060b060b028b0c0c0d88a9e8a47884ec03ce1f0d1c8e048e040e040e060,ffffc381c1e7ffff,f4fec28080e0fcfc,06180000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00397.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00397.jpg,.jpg,JPEG,image/jpeg,1a51483814d9397d03b780bea572ec2a7b28e0b6bada9a53220e30aed8bfaca5,331446,1200,1600,0.75,1.92,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 20:39:30,MediaTek Camera Application,False,,False,158.954,54.07,204.039,soft,f6cfd9b69b6de6184cb2cc6532cb86673325198c6732119938cc3319478c39e7,f40082008980d1d010e08270b030e278b0b07130d3708960846ce268a96800be,ffefc7c3c3c7e700,ffefc7c3c3c24000,061c0001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00398.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00398.jpg,.jpg,JPEG,image/jpeg,2eb7a7b8c50ff0d2bae122a559af939af77ec7aae1a813515537f52117f3874c,189141,1200,900,1.333333,1.08,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 20:39:34,MediaTek Camera Application,False,,False,163.091,53.413,194.748,soft,f5408298942f3d636ad8f2bfb5268f48ca5f70a72588b75ab236ccb949e834c6,cc20d020c020c020a40099f0a179c0870806351c86d8c2c0b000804080008000,feffe7c081c3fefe,78fee6c08080fcfc,061c0001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00399.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00399.jpg,.jpg,JPEG,image/jpeg,31e99f351ab9e90f8b4bfd0b2eb4e67060eed6414cbfbf402b171c7d997d64cd,274912,1200,1600,0.75,1.92,RGB,True,ok,False,True,OPPO,OPPO Reno8 Pro 5G,1,2024:06:08 20:52:42,MediaTek Camera Application,True,,False,191.761,36.966,111.893,soft,b3cdd196cd34c67930c33967332cf99a8cd8a668816ccce76633f19938cc2671,82046300f480eb40d180d3d0f3e0e160f2f0f168f868fe687f315f9b4f7fdfbf,ffffcfc7c7e71f01,ffffc74747070000,07380001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00400.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00400.jpg,.jpg,JPEG,image/jpeg,af4bd196ad8309ef718518272588d7e8128d5a3ea3019c0c30bc305a8625b1dc,259771,1200,1600,0.75,1.92,RGB,True,ok,False,True,OPPO,OPPO Reno8 Pro 5G,1,2024:06:08 20:52:46,MediaTek Camera Application,True,,False,175.851,37.047,108.739,soft,a4a5ed3c9e789ac323d2653c0d25ec698cd3b986330ce6792cf364e68ccd9998,8fff0fff0e37c7c9ce1aec1af178f2b8f030e2e0e7d8e738ecf8efbfeffffffd,bffff3c3c74f1f0f,1f1fe343434f0f03,072c0001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00401.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00401.jpg,.jpg,JPEG,image/jpeg,df33440eedebf492339d240ea20d60e1d9a0a850b345ebe634a110cf07fab61d,238291,1200,1600,0.75,1.92,RGB,True,ok,False,True,OPPO,OPPO Reno8 Pro 5G,1,2024:06:08 20:52:53,MediaTek Camera Application,True,,False,191.555,41.31,74.552,blurry,a6c9db269932e4d9338e9b66ce71d93298ce66c93338139c46639933cccc6666,8211cc21fc00fc80f700f8c0f8e8f2e0f270e970dc78ca28e5b00fc10ff98ffe,ffff6fc7e3e31f03,ffff6747c3230000,07080006000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00402.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00402.jpg,.jpg,JPEG,image/jpeg,585c090db3970a59605cda822c43c7d5e47cacce45559a86ee8304de05e79dd1,255059,1200,1600,0.75,1.92,RGB,True,ok,False,True,OPPO,OPPO Reno8 Pro 5G,1,2024:06:08 20:53:00,MediaTek Camera Application,True,,False,192.811,40.11,81.181,blurry,e18792c3de78cd3c6587b2c39b694d3c249692cb636963349996cc4b6639339c,8006000f100710188c2413c0f1e01274f198f81cf60ee08e000f000f001f00be,ffffefc3e3fbe100,f8ffefc343790000,07080006000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00403.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00403.jpg,.jpg,JPEG,image/jpeg,bc89c847ff3393a3ed90c87bd8aad3160cee1a36e746725d464c611b7fa9d3ea,303139,1200,1600,0.75,1.92,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 20:56:14,MediaTek Camera Application,False,,False,166.481,53.782,175.649,soft,b271f999cf06c70e0cd9767333cd64613336f18e8f39cc981ce7cc490c643267,c180c280ed2091c082c0a568e5e0c6f0e4f0a578d3e0d0f0a8d0b4d09b3cfff0,ffefc7c7c7c7e71f,ffefc7c3c3470000,06580000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00404.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00404.jpg,.jpg,JPEG,image/jpeg,1205f5f1ded0f6c86a23164c25f4dcd332226513acd203b82707df8979b11342,326048,1200,1600,0.75,1.92,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 20:56:17,MediaTek Camera Application,False,,False,167.324,55.863,199.203,soft,b2e3f993cf2cc6191cf27c6431db6cc7332cb31c863339b11986cc93cccd30cc,e0c0e340d490c8e09260a2b4a6f0a378a678e4b0d1b0e968f8e0f6d0fd38ffe0,ffe7c7c3c3e7e73f,ffe7c3c3c3c30600,06580000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00405.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00405.jpg,.jpg,JPEG,image/jpeg,e48a4b7cbdc1aa0e426deed1cc553acb6e699e491c4369cecac5b82611331f88,158508,1200,900,1.333333,1.08,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 21:50:12,MediaTek Camera Application,False,,False,176.414,42.368,81.959,blurry,e5c522ea9e5acf3c65a530c39258cf2ccda79cf336d8630cdb2786b26c909869,3c009c30ac108460ac3011e8a270a038931888788460830088009000a000f000,ffffe7c2e2fefefc,f0f8c0c0c0fcfcf8,07580000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00406.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00406.jpg,.jpg,JPEG,image/jpeg,d2b14fb7c0e2a2dac4cd840cf5775e3e3fdf9a17a9065c444218c427ea115139,154647,1200,900,1.333333,1.08,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 21:50:15,MediaTek Camera Application,False,,False,178.435,39.789,75.321,blurry,e5059aaa98736d29618c92d68e794d2d98c636d36339992c9cf66d9b3b49b624,8e008e008610860003208cd090e89230b018891c843882608080800090009000,feffffc3e1f2fefc,f8f8f8c0c0e0f8f8,07580000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00407.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00407.jpg,.jpg,JPEG,image/jpeg,aab035392416420cd9c71ed5a46ba74b6e4a9e52c4a32bbf16581b76d8901219,269274,1200,1600,0.75,1.92,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 21:51:47,MediaTek Camera Application,False,,False,174.898,46.517,120.962,soft,b30dccc6cc32733824cfb333732ccc998c3366cc33193326d99ccdb3cc66664d,c000e800f440f0c0cf00c9c0d0e8937011700168896038f065f0cda0aae079f0,ffffefc7c3e7e71f,ffffe7c7c3800000,07780000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00408.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00408.jpg,.jpg,JPEG,image/jpeg,b2a5769967b61d8c7bc0fc79c8950ba08d227dde6656103ab9fe9aff009af508,156910,1200,900,1.333333,1.08,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 21:51:50,MediaTek Camera Application,False,,False,173.544,48.35,123.872,soft,b092feffcb2dce0934f239b6c34dc74b9c3c9c3461c261c3860d063cd9b4d8e1,fe03fe03ee07ef07eccdf0f4e3b6c7b6c336e0f4c86efb8eff8aff88ffc8ffc0,ffffe783836f7f7f,3f3f070303071f1f,07780000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00409.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00409.jpg,.jpg,JPEG,image/jpeg,472cb758cb6db4a2094b5c3bee748c47c130ab92fc281bfc17164199948035b4,309565,1200,1600,0.75,1.92,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 21:51:58,MediaTek Camera Application,False,,False,176.337,47.115,113.367,soft,b3cde6c9cc38db3638e730d9339e666c0618dc338ce699931993739c239c6664,e080e040a3808c608068d26893609368d26892c030c0e9a0f940f940fec0ff80,ffffc7c7c7c7ef3f,fff7c7c7c7040400,061c0001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00410.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00410.jpg,.jpg,JPEG,image/jpeg,b9889ec19dd36ab4fbd7e736801469c2f3f23242f977b7695df3552aa5c1427e,299287,1200,1600,0.75,1.92,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 21:52:22,MediaTek Camera Application,False,,False,174.076,53.715,109.792,soft,e69af9929861d2693996e4c62619cd924e67d9c999cef324339966cc2633ccd4,a800800081808630883629b49334d33411b47934f97cfc6cfe68fd90ff60ffe0,ffffe3c3e3e3f71f,ffffe3c3c3220200,06580000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00411.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00411.jpg,.jpg,JPEG,image/jpeg,2ec862a5b5851ad116a63af36bc4f227e4ce2b50c58236ef7dc8dfea9b5fc21e,168992,1200,900,1.333333,1.08,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 21:52:24,MediaTek Camera Application,False,,False,174.863,51.549,113.132,soft,e5462ac59e308e3161cb79c396b4a6bcd84bda7365b4358d925b661ac96d9961,0e000e100e2006100c649078925c922c922c907888f097008010c008c004c000,ffffe3c1c1e7fefe,f8fec2c0c0e0f8f8,06580000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00412.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00412.jpg,.jpg,JPEG,image/jpeg,45ccbbf482d797bd6f7678f4306eb2eb1e866c859f35e9303bae9d844921c2a5,308994,1200,1600,0.75,1.92,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 21:52:29,MediaTek Camera Application,False,,False,170.425,53.05,111.287,soft,b361d998cd1acecd0ce1332633c6f3191318ccd90c39cce634e7fcc6331e3399,f400e1809640898091c0d2d0a2e8a660a468216af260f2c0f9d0f9a0f5e0fff0,ffffc7c7c7c7e73f,ffefc7c7c7440000,06180002000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00413.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00413.jpg,.jpg,JPEG,image/jpeg,c47e0c195caca812e55b7e2c6c289327e50dc7dc9cbdc48123740b1efe9a3fe7,305525,1200,1600,0.75,1.92,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 21:52:31,MediaTek Camera Application,False,,False,171.988,51.57,105.089,soft,b24df926cd34cc9b19db324d739c663626718ce64c66999d19cc399943992733,e020c480830084d088e0d1689368d270d27052703160e968fce0fcd0ff20ffc0,fff7e7c7c3e7e73f,fff7e7c7c3020400,06180002000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00414.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00414.jpg,.jpg,JPEG,image/jpeg,8fab406352e706605e9500f42426a57d8bb5fc0437deddc4633e873f1af61bfc,250562,1200,1600,0.75,1.92,RGB,True,ok,False,True,OPPO,OPPO Reno8 Pro 5G,1,2024:06:08 22:00:59,MediaTek Camera Application,True,,False,183.955,53.938,95.934,blurry,b068e70fcf3e987073c3658f331ce6249c6199e38ce619cce399a63933c16633,003760535920a650c8e0716013e023e0a76027c627c407b84e9b099f124f08df,ffffe7c7c78f9fa3,fff747c7c7070000,075c0000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00415.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00415.jpg,.jpg,JPEG,image/jpeg,11947db38853a4214c6932f5abaf59036344ebbd378a48aba3377673e3a3a67a,214082,1200,1600,0.75,1.92,RGB,True,ok,False,True,OPPO,OPPO Reno8 Pro 5G,1,2024:06:08 22:01:14,MediaTek Camera Application,True,,False,189.863,54.057,72.206,blurry,b3c399e5cd3c669a326d1926339b99cd4cc4c670c93636d319396cccb24ec936,00060a0009016ec0d308a3a020d0a0e03368127028f2dc34761a3d8f1e671dde,ffffcfc7c7e3f31f,ffffcec6c3230000,07c80000000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00416.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00416.jpg,.jpg,JPEG,image/jpeg,aadf5359284d79f72f028e762e646ff7a989339dfc8c07532362f8dfa06839e1,148147,1200,900,1.333333,1.08,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 22:02:58,MediaTek Camera Application,False,,False,177.281,40.034,76.781,blurry,e1849cf99c706186638f9e389af669c78538963868c7c967b73c669c48639d6a,061006300630862086608700846089f8905e923e98f8dc80f800f804f804f000,fefffee2c0e0fcfc,f0f0fce0c0e0f8f8,071c0001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00417.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00417.jpg,.jpg,JPEG,image/jpeg,b4f25e7a7f7012e042d215fc51e97f97766a00f020ad0a01d5bd4e31d3ec2325,154057,1200,900,1.333333,1.08,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 22:03:00,MediaTek Camera Application,False,,False,173.669,45.037,88.526,blurry,f1f03646cf0f6d5b30f896ac838769644c38969b73c369648f3cb69668c39869,9c509c20946088c08c0091c0a3f0c1b8c4dea1fef1e0e600f008e208f008f000,fefeeec2c0fefefe,f0fce4c0c0e8f8f8,071c0001000
v3_local_archive,1. Tea algal leaf spot/tea_algal_leaf_spot_00418.jpg,1. Tea algal leaf spot,tea_algal_leaf_spot,tea_algal_leaf_spot_00418.jpg,.jpg,JPEG,image/jpeg,98d231b5abaed0001e5f216020dea677cdb08d215e75c1b133a3c6b62a21309a,269605,1200,1600,0.75,1.92,RGB,True,ok,False,True,realme,realme 6i,1,2024:06:08 22:58:01,MediaTek Camera Application,False,,False,173.379,57.759,109.574,soft,b3cfcc30cd3430c764d3331c466ccd991ce2cccd331c33663999ccb3cccd66c9,ed20e540e182d64ce930e9c0f168d3f0d3b09370136812ecc1d889ae9b72bcf9,ffffefc7c3c7c73f,ffffe7c343070000,075c0000000
v3_local_archive,2. Brown Blight/brown_blight_00001.jpg,2. Brown Blight,brown_blight,brown_blight_00001.jpg,.jpg,JPEG,image/jpeg,a2ad17d855989a58e42b6b43683758d925bec9fbac571f598ecddfcfcb1f327e,330415,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 14:56:45,MediaTek Camera Application,False,,False,199.002,45.134,104.094,soft,b2cdcc33cd3433c538d3661836699865318cd99367347679cce3734c999c6639,e4af406b603c509e4b7ee47d68b75337017f23ff01ee117e20fe34f31b8b399d,ffffe7c3c3c7e7ff,ffffe3030101013f,064c0001000
v3_local_archive,2. Brown Blight/brown_blight_00002.jpg,2. Brown Blight,brown_blight,brown_blight_00002.jpg,.jpg,JPEG,image/jpeg,4146819e291575c844359a076e64b964118688f01ccdab7748542d51ac379b18,322111,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 14:57:08,MediaTek Camera Application,False,,False,180.882,51.629,126.889,soft,a5a6da489e5861a799c7661892699a636da499ce661a13396667e79699ce6d31,81de80d7c057b13f925fccffc9bfd29bd29bc2bbd2fbf0dbf8b9f07779c3bcdd,ffffe7c3c3c3e3ff,ffff07030303032f,0624000b000
v3_local_archive,2. Brown Blight/brown_blight_00003.jpg,2. Brown Blight,brown_blight,brown_blight_00003.jpg,.jpg,JPEG,image/jpeg,40fcffc1ecf59205cbe08769abb4d924d8eb8389904f2d27ba985477f9d366f8,340533,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 14:57:13,MediaTek Camera Application,False,,False,199.948,44.829,107.691,soft,b3d3cf64c96c6493330c3269cc3631c64cd9331cdb33e7328cce8cdb318ccb33,70763016305e3d8eb64e34df08ef017f03b713b7033601370137036e01e706a7,ffffffc7c3c3c7e7,ffff070303830387,063c0000000
v3_local_archive,2. Brown Blight/brown_blight_00004.jpg,2. Brown Blight,brown_blight,brown_blight_00004.jpg,.jpg,JPEG,image/jpeg,d16578fa141e9ca9bd3c69eadd42344abd42e73745d948b93d14881101d35b41,224335,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 14:57:29,MediaTek Camera Application,False,,False,176.626,49.449,99.878,blurry,f94b83d2c294392b3d4a84f160b19e1e8f4269fd787c279323c0de6cec1f19e1,11e621c701ce038e08ee00fe42be036d11ffcd6e01df10bf064f0f0218029006,ffffe38181c3ffff,ffffc1818081d8f0,06380001000
v3_local_archive,2. Brown Blight/brown_blight_00005.jpg,2. Brown Blight,brown_blight,brown_blight_00005.jpg,.jpg,JPEG,image/jpeg,ca2acfac87d16a1dccbe8fe977911b7c57f57138561d439d33cff243c175d31e,504321,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 14:57:49,MediaTek Camera Application,False,,False,165.045,51.048,226.484,soft,ac56909386e04b5fda4fa5299c3474f4d9ea2e4a2da1e64e349633cd339e272c,1f0698c2d176263123b1443a0c9d07ac43160136099609ce215f107b1c639ec9,ffc7c38381c1e3f7,ffc383818181c3f7,073c0000000
v3_local_archive,2. Brown Blight/brown_blight_00006.jpg,2. Brown Blight,brown_blight,brown_blight_00006.jpg,.jpg,JPEG,image/jpeg,47993fec8e5fd96bd0f3f6f69ea296482538fad451334e2169c98d529229d281,185553,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 14:57:54,MediaTek Camera Application,False,,False,207.307,51.243,139.743,soft,efd2908a84216b771afee4aa790482b5c7bbdf021ed120bd784ec7e29378381e,00000004024c113e619c833f0a3636a560c31d878b86008f303f213e249e048e,ffffc3800081f3ff,ffffc1000080e1ff,07380000000
v3_local_archive,2. Brown Blight/brown_blight_00007.jpg,2. Brown Blight,brown_blight,brown_blight_00007.jpg,.jpg,JPEG,image/jpeg,a24a67351401c62fe6981848906363179e08d8156960f1696548a3f49086291d,232354,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:02:25,MediaTek Camera Application,False,,False,196.044,33.862,70.518,blurry,b326cc39ccd933c6bb31c63470c7d99b331c6664333399c6ccd9331ccc656631,811e811f881fc087c157c0bbc0d9c8fcc1be61df62ef32ff38f83cbc3e071c8b,ffffffc7c747e7ff,ffff670303030319,07c80008000
v3_local_archive,2. Brown Blight/brown_blight_00008.jpg,2. Brown Blight,brown_blight,brown_blight_00008.jpg,.jpg,JPEG,image/jpeg,bd5413f1f8efc884720a6fcbe82bde09d86145649b9611b7b91a882bb90a7201,296955,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:10:58,MediaTek Camera Application,False,,False,201.568,47.339,116.791,soft,b3ceddb1cd3475c67ccb732c7318cc63d332dc8c4cc6519944cc5733513264c6,7488328f311532ccacd729e732f311fe123612b6107738ff18ce3a5539b63d36,ffffe7c3c3c7e7ff,feff07030303072f,06280003000
v3_local_archive,2. Brown Blight/brown_blight_00009.jpg,2. Brown Blight,brown_blight,brown_blight_00009.jpg,.jpg,JPEG,image/jpeg,5cb549d3d8559ec749735b55fc9953128e7a36946fed7c74647988d0a990238b,354677,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:11:02,MediaTek Camera Application,False,,False,187.655,36.741,100.558,soft,a2cb9b368d6430993399267918661b661d991999067933b71b661e7d179b3ccd,ffefc843c45f057382df80dfc0efa1ff91b5c1f1c373c13bc06f60ff60dba0ca,7fffe7e7c3c3c7e7,1fffc7c3c3030303,06380001000
v3_local_archive,2. Brown Blight/brown_blight_00010.jpg,2. Brown Blight,brown_blight,brown_blight_00010.jpg,.jpg,JPEG,image/jpeg,3cf211171fe0c3ad01a613c2c90e646f88e758a0e5539fd51e4153224853aee6,288817,1200,1594,0.752823,1.9128,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:25:06,MediaTek Camera Application,False,,False,200.452,44.883,94.701,blurry,e6b2cc119b6d724e6d94c933365b3cdb3665866489b633349999c43366499dc9,c084c066c0b580de806ec0b7803f803bc07bc037c073e0eb60db130700c3807e,fff7e3c3c3e3f7ff,ffe7c381014161e7,074c0009000
v3_local_archive,2. Brown Blight/brown_blight_00011.jpg,2. Brown Blight,brown_blight,brown_blight_00011.jpg,.jpg,JPEG,image/jpeg,c27afecdc5578516fe3302bf88a2aa83d69b88540704b24451aad1d7856f58d0,170243,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:33:44,MediaTek Camera Application,False,,False,202.459,56.995,144.473,soft,e140801f96bf31ff69ffc698a5ac98e19ad2630ecd6ba4b191849bcb271a652c,fa3bdc3bd89bd18ec187a43b887c9106203e024e11dd00fa06e600360876a0ea,7f7ff3c1c1c3ffff,7f7f73c1c1c1c0c0,06440002000
v3_local_archive,2. Brown Blight/brown_blight_00012.jpg,2. Brown Blight,brown_blight,brown_blight_00012.jpg,.jpg,JPEG,image/jpeg,7631f4c9c431a701e9032366837ac032b2246f2eb7b8f594136e3680fea7e8eb,209610,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:33:50,MediaTek Camera Application,False,,False,186.129,42.786,101.801,soft,e143963c9eac69427251868d6f6a185065a567af9c5acef431e73d5a6634d1e1,80f680ef007e011c02140647887e90fd20bf05a6019f803f073e03060406802e,ffffffe3c1c1fbff,fffff0c080c0d0f0,06480009000
v3_local_archive,2. Brown Blight/brown_blight_00013.jpg,2. Brown Blight,brown_blight,brown_blight_00013.jpg,.jpg,JPEG,image/jpeg,790af0e941a3df21bc6df353ebf2050206cbe460d2852e1ebbb21e70d7bcfe65,170016,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:34:02,MediaTek Camera Application,False,,False,193.021,59.162,140.345,soft,e14a9a729eb569cc7942c639673d9ad29cd36b0c5b4a64b126319ece4cc69b38,0432023806310047022700bf018c02ce201e124e014d003a063600ce00320062,ffffe3c1c1e3ffff,fff1e0c0c1c1f0f0,06080006000
v3_local_archive,2. Brown Blight/brown_blight_00014.jpg,2. Brown Blight,brown_blight,brown_blight_00014.jpg,.jpg,JPEG,image/jpeg,9af2f12a6615fa9bd56ed62e19c1cc1a7d34715f16388dd35963c031e2193650,211332,1200,904,1.327434,1.0848,RGB,True,ok,False,True,Xiaomi,23053RN02A,1,2024:06:07 15:34:08,MediaTek Camera Application,False,,False,195.136,51.271,132.473,soft,e3569cbd9cad6352ce14642d19ca969c63395862658c999896f3e32fb84e64b5,020e020e030c020800c0013b023f04de09bf119e20b6218f00df847a0b060036,ffffffe1e1c1e3ff,fffff0c0c0c0c1e0,06180000000
